Serial_No,Report_Name,Reporting_Data_attribute,Data_Attributes_contributing_to_reporting_attributes,Row_Code,Column_Code,Measure,Source,Tab,Sub_part,Mart,Mart_Logic,SQL_Query,Frequency
384,Schedule V,Loan Outstandings,(i) Residential Projects,R1327,C215,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"sum(On_book_POS ) of Current month - 
sum(On_book_POS ) of last month  + Sum(disbursal_amount) from Disbursement_Details where disbursal_date BETWEEN [START_MONTH_DATE of Report_date] and [END_MONTH_DATE of Report_date]
group by Loan_no
where,
1- nhb_Product <> 'Other Loan'
2- CRE_RH_Tagging is not null",,monthly
386,Schedule V,Loan Outstandings,1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1329,C215,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"(sum(Principal_Outstanding ) of last month  + Loan_Amount_Disbursed_during_the_Month_(Rs.)
where,
1- nhb_Product <> 'Other Loan') - (Sr. No 377 + Sr.No 383)
",,monthly
397,Schedule V,Loan Outstandings,(iii) Others,R1340,C215,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"sum(Principal_Outstanding ) of last month  + Loan_Amount_Disbursed_during_the_Month_(Rs.)
where,
1- nhb_Product = 'Other Loan'
2- Customer_type = 'CORPORATE'",,monthly
399,Schedule V,Loan Outstandings,2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1342,C215,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"(sum(Principal_Outstanding ) of last month  + Loan_Amount_Disbursed_during_the_Month_(Rs.)
where, nhb_Product = 'Other Loan') - (Sr. no 388 + Sr. no 394)",,monthly
411,Schedule V,Loan Outstandings,1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1329,C216,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"(populate count(Loan_no_new) where, nhb_Product <> 'Other Loan') - (Sr. No 402 + Sr.No 408)
","SELECT 
    (

        SELECT COUNT(LOAN_NUMBER_NEW)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND Report_Date IN ({{report_dates}})
    ) 
    - 
    (

        SELECT COUNT(LOAN_NUMBER_NEW)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Customer_type = 'INDIVIDUAL'
        AND (
            (CRE_RH_Tagging IS NULL AND Product IN ('Purchase', 'Construction')) OR  
            (Product = 'Resale Property Purchase') OR                                
            (Product = 'Repair and Renovation Loan')                            
        )
        AND Report_Date IN ({{report_dates}})
    )
    -
    (
      
        SELECT COUNT(LOAN_NUMBER_NEW)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND CRE_RH_Tagging IS NOT NULL  
        AND Report_Date IN ({{report_dates}})
    ) AS Housing_Loans_to_Others;",monthly
424,Schedule V,Loan Outstandings,2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1342,C216,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"(populate count(Loan_no_new) where, nhb_Product = 'Other Loan') - (Sr. no 413 + Sr. no 419)","SELECT COUNT(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Product = 'OTHER LOAN'
  AND Customer_type NOT IN ('INDIVIDUAL', 'CORPORATE')
  AND Report_Date IN ({{report_dates}});",monthly
436,Schedule V,Loan Outstandings,1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1329,C217,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"(populate sum(HL_POS) where, nhb_Product <> 'Other Loan') - (Sr. No 427 + Sr.No 433)","SELECT 
    (

        SELECT COALESCE(SUM(HL_POS), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND Report_Date IN ({{report_dates}})
    ) 
    - 
    (

        SELECT COALESCE(SUM(HL_bifurcation_of__EAD), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Customer_type = 'INDIVIDUAL'
        AND Product IN ('Purchase', 'Construction', 'Resale Property Purchase', 'Repair and Renovation Loan')
        AND Report_Date IN ({{report_dates}})
    )
    -
    (

        SELECT COALESCE(SUM(HL_bifurcation_of__EAD), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND CRE_RH_Tagging IS NOT NULL
        AND Report_Date IN ({{report_dates}})
    ) AS Housing_Loans_to_Others;",monthly
449,Schedule V,Loan Outstandings,2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1342,C217,Gross carrying amount (Note-2),Mart,part-1,Part-1C,Outstanding_mart,"(populate sum(NHL_POS)   where, nhb_Product = 'Other Loan') - (Sr. no 438 + Sr. no 444)","SELECT 
    (

        SELECT SUM(NHL_POS) 
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product = 'OTHER LOAN'
        AND Report_Date IN ({{report_dates}})
    ) 
    - 
    (

        SELECT SUM(NHL_bifurcation_of__EAD)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product = 'OTHER LOAN'
        AND Customer_type = 'INDIVIDUAL'
        AND Report_Date IN ({{report_dates}})
    )
    -
    (

        SELECT SUM(NHL_bifurcation_of__EAD)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product = 'OTHER LOAN'
        AND Customer_type = 'CORPORATE'
        AND Report_Date IN ({{report_dates}})
    ) AS Non_Housing_Loans_to_Others;",monthly
465,Schedule V,NPAs (Credit Impaired),1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1357,C220,No. of accounts,Mart,part-1,Part-1E,Outstanding_mart,"(populate count(Loan_no_new) where, nhb_Product <> 'Other Loan'  and staging = 'stage 3') - (Sr. No 456 + Sr.No 462)
","SELECT 
    (

        SELECT COUNT(Loan_number_new)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE nhb_Product <> 'Other Loan'
          AND Asset_classification_Ind_AS = 'Stage 3'
          AND Report_Date IN ({{report_dates}})
    ) 
    - 
    (

        SELECT COUNT(Loan_number_new)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Customer_type = 'INDIVIDUAL'
          AND Asset_classification_Ind_AS = 'Stage 3'
          AND (

              (CRE_RH_Tagging IS NULL AND PRODUCT IN ('Purchase', 'Construction'))
              OR
           
              (PRODUCT = 'Resale Property Purchase')
              OR
              
              (PRODUCT = 'Repair and Renovation Loan')
          )
          AND Report_Date IN ({{report_dates}})
    )
    -
    (

        SELECT COUNT(Loan_number_new)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE PRODUCT <> 'OTHER LOAN'
          AND CRE_RH_Tagging IS NOT NULL
          AND Asset_classification_Ind_AS = 'Stage 3'
          AND Report_Date IN ({{report_dates}})
    ) AS Housing_Loans_to_Others_Count;",monthly
478,Schedule V,NPAs (Credit Impaired),2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1370,C220,No. of accounts,Mart,part-1,Part-1E,Outstanding_mart,"(populate count(Loan_no_new) where, nhb_Product = 'Other Loan' and staging = 'Stage 3' ) - (Sr. no 467 + Sr. no 473)","WITH stage3_other_loans AS (
    SELECT COUNT(Loan_number_new) as total_stage3_count
    FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
    WHERE Product = 'OTHER LOAN'
    AND Asset_classification_Ind_AS  = 'Stage 3'
    AND Report_Date IN ({{report_dates}})
),

individuals_npa AS (
    SELECT COUNT(Loan_number_new) as individuals_count
    FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
    WHERE Product = 'OTHER LOAN'
    AND Asset_classification_Ind_AS  = 'Stage 3'
    AND Customer_type = 'INDIVIDUAL'
    AND Report_Date IN ({{report_dates}})
),

builders_corporates_npa AS (

    SELECT COUNT(Loan_number_new) as builders_corporates_count
    FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
    WHERE Product = 'OTHER LOAN'
    AND Asset_classification_Ind_AS  = 'Stage 3'
    AND Customer_type = 'CORPORATE'
    AND Report_Date IN ({{report_dates}})
)

SELECT 
    s.total_stage3_count - (i.individuals_count + b.builders_corporates_count) as sr_478_result
FROM stage3_other_loans s
CROSS JOIN individuals_npa i
CROSS JOIN builders_corporates_npa b;",monthly
496,Schedule V,NPAs (Credit Impaired),1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1357,C221,Amt. outstanding Reporting month's end,Mart,part-1,Part-1E,Outstanding_mart,"(populate sum(HL_bifurcation_of__EAD) where, nhb_Product <> 'Other Loan'  and staging = 'stage 3') - (Sr. No 487 + Sr.No 493)","SELECT 
    (

        SELECT COALESCE(SUM(HL_bifurcation_of__EAD), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND Asset_classification_Ind_AS = 'Stage 3'
        AND Report_Date IN ({{report_dates}})
    ) 
    - 
    (

        SELECT COALESCE(SUM(HL_bifurcation_of__EAD), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Customer_type = 'INDIVIDUAL'
        AND Product IN ('Purchase', 'Construction', 'Resale Property Purchase', 'Repair and Renovation Loan')
        AND Asset_classification_Ind_AS = 'Stage 3'
        AND Report_Date IN ({{report_dates}})
    )
    -
    (

        SELECT COALESCE(SUM(HL_bifurcation_of__EAD), 0)
        FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
        WHERE Product <> 'OTHER LOAN'
        AND CRE_RH_Tagging IS NOT NULL
        AND Asset_classification_Ind_AS = 'Stage 3'
        AND Report_Date IN ({{report_dates}})
    ) AS Housing_Loans_to_Others_Amount;",monthly
509,Schedule V,NPAs (Credit Impaired),2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1370,C221,Amt. outstanding Reporting month's end,Mart,part-1,Part-1E,Outstanding_mart,"(populate count(NHL_bifur_of__EAD) where, nhb_Product = 'Other Loan' and staging = 'Stage 3' ) - (Sr. no 498 + Sr. no 504)","SELECT 
    (

        (SELECT COUNT(NHL_bifurcation_of__EAD) 
         FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
         WHERE nhb_Product = 'OTHER LOAN' 
         AND  Asset_classification_Ind_AS = 'Stage 3'
         AND Report_Date IN ({{report_dates}}))
        - 

        COALESCE(
            (SELECT SUM(NHL_bifurcation_of__EAD) 
             FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
             WHERE nhb_Product = 'OTHER LOAN'
             AND Customer_type = 'INDIVIDUAL'
             AND  Asset_classification_Ind_AS = 'Stage 3'
             AND Report_Date IN ({{report_dates}})), 0)
        - 

        COALESCE(
            (SELECT SUM(NHL_bifurcation_of__EAD) 
             FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
             WHERE nhb_Product = 'OTHER LOAN'
             AND Customer_type = 'CORPORATE'
             AND  Asset_classification_Ind_AS = 'Stage 3'
             AND Report_Date IN ({{report_dates}})), 0)
    ) as non_housing_loans_others;


             ",monthly
11,Schedule V,Loan Sanctions,1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1279,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"(populate count(Loan_no_new) where, Product_NHB <> 'Other Loan') - (Sr. No 2 + Sr.No 8)
","SELECT 
(
SELECT COUNT(Loan_number_new)
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE PRODUCT_NHB <> 'OTHER LOAN'
AND Report_Date IN ({{report_dates}})
AND Report_Date IN ({{report_dates}})
) - (
SELECT COUNT(Loan_number_new)
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL'
AND (
(CRE_RH_Tagging IS NULL AND PRODUCT_NHB IN ('Purchase', 'Construction'))
OR (PRODUCT_NHB = 'Resale Property Purchase')
OR (PRODUCT_NHB = 'Repair and Renovation Loan')
)
AND Report_Date IN ({{report_dates}})
AND Report_Date IN ({{report_dates}})
) - (
SELECT COUNT(Loan_number_new)
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE CRE_RH_Tagging IS NOT NULL
AND PRODUCT_NHB <> 'OTHER LOAN'
AND Report_Date IN ({{report_dates}})
AND Report_Date IN ({{report_dates}})
) AS housing_loans_to_others;
",monthly
50,Schedule V,Loan Sanctions,3-Total,R1293,C201,Gross carrying amount (Note-2),derived ,part-1,Part-1A,,,,monthly
200,Schedule V,Loan Disbursements,3-Total,R1318,C207,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
350,Schedule V,Loan Outstandings,3-Total,R1343,C213,Gross carrying amount (Note-2),derived ,part-1,Part-1C,,,,monthly
400,Schedule V,Loan Outstandings,3-Total,R1343,C215,Gross carrying amount (Note-2),derived ,part-1,Part-1C,,,,monthly
1,Schedule V,Loan Sanctions,1- Housing Loans,R1269,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
2,Schedule V,Loan Sanctions,1.1-Individuals,R1270,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
3,Schedule V,Loan Sanctions,(i) for construction/purchase of new units,R1271,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- CRE_RH_Tagging is null
3- Product_NHB = ('Purchase', 'Construction')","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL' 
AND CRE_RH_Tagging  IS NULL
AND PRODUCT_NHB IN ('Purchase', 'Construction')
  AND Report_Date IN ({{report_dates}}) ",monthly
4,Schedule V,Loan Sanctions,"(a) Out of the 1.1(i) above, loans granted for purchase of dwelling units from builders (under construction + completed)",R1272,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
Transaction_structure = ('Builder Purchase', 'General APF')","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Transaction_structure IN ('BUILDER_PURCHASE', 'GENERAL_APF')
  AND Report_Date IN ({{report_dates}})",monthly
5,Schedule V,Loan Sanctions,"(b) Out of the 1.1(i) above, loans granted for Plot + Construction",R1273,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- system_product = 'Purchase and Construction'","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL' 
AND PRODUCT_NHB IN ('Purchase', 'Construction')
AND Report_Date IN ({{report_dates}});",monthly
6,Schedule V,Loan Sanctions,(ii) for purchasing old units (Resale),R1274,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Resale Property Purchase'","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL' 
AND PRODUCT_NHB = 'Resale Property Purchase'
AND Report_Date IN ({{report_dates}});",monthly
7,Schedule V,Loan Sanctions,(iii) for repair & renovation of existing units,R1275,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Repair and Renovation Loan'","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL' 
AND PRODUCT_NHB = 'Repair and Renovation Loan'
AND Report_Date IN ({{report_dates}});",monthly
8,Schedule V,Loan Sanctions,1.2-Builders and Corporates,R1276,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
9,Schedule V,Loan Sanctions,(i) Residential Projects,R1277,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Product_NHB <> 'Other Loan'
2- CRE_RH_Tagging is not NULL","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE CRE_RH_Tagging IS NOT NULL
AND PRODUCT_NHB <> 'OTHER LOAN'
AND Report_Date IN ({{report_dates}});",monthly
10,Schedule V,Loan Sanctions,"(a) Out of the 1.2(i) above, Loans for Slum Rehabilitation Authority (SRA)",R1278,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
12,Schedule V,Loan Sanctions,2-Non-Housing Loans,R1280,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
13,Schedule V,Loan Sanctions,2.1-Individuals,R1281,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
14,Schedule V,Loan Sanctions,(i) for mortgage/property/home equity loans/LAP,R1282,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Other Loan'","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL'
  AND PRODUCT_NHB = 'OTHER LOAN'
  AND Report_Date IN ({{report_dates}})",monthly
15,Schedule V,Loan Sanctions,(ii) Lease Rental Discounting,R1283,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
16,Schedule V,Loan Sanctions,(iii) Others,R1284,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
17,Schedule V,Loan Sanctions,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1285,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
18,Schedule V,Loan Sanctions,(b) Of (iii) above loans against security of gold jewellery,R1286,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
19,Schedule V,Loan Sanctions,2.2-Builders and Corporates,R1287,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
20,Schedule V,Loan Sanctions,(i) Non-residential projects,R1288,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
21,Schedule V,Loan Sanctions,(ii) Lease Rental Discounting,R1289,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
22,Schedule V,Loan Sanctions,(iii) Others,R1290,C200,No. of accounts,Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate count(Loan_no_new) where,
1- Product_NHB = 'Other Loan'
2- Customer_type = 'Corporate'","SELECT COUNT(Loan_number_new) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'CORPORATE'
AND PRODUCT_NHB = 'OTHER LOAN'
AND Report_Date IN ({{report_dates}})",monthly
23,Schedule V,Loan Sanctions,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1291,C200,No. of accounts,NA,part-1,Part-1A,,,,monthly
25,Schedule V,Loan Sanctions,3-Total,R1293,C200,No. of accounts,derived ,part-1,Part-1A,,,,monthly
26,Schedule V,Loan Sanctions,1- Housing Loans,R1269,C201,Gross carrying amount (Note-2),derived ,part-1,Part-1A,,,,monthly
27,Schedule V,Loan Sanctions,1.1-Individuals,R1270,C201,Gross carrying amount (Note-2),derived ,part-1,Part-1A,,,,monthly
28,Schedule V,Loan Sanctions,(i) for construction/purchase of new units,R1271,C201,Gross carrying amount (Note-2),Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate sum(HL_bifur_of_Sanction_amt) where,
1- Customer_type = 'INDIVIDUAL'
2- CRE_RH_Tagging is null
3- Product_NHB = ('Purchase', 'Construction')","SELECT SUM(HL_bifur_of_Sanction_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL'
AND PRODUCT_NHB IN ('Purchase', 'Construction')
AND CRE_RH_Tagging IS NULL
AND Report_Date IN ({{report_dates}})",monthly
29,Schedule V,Loan Sanctions,"(a) Out of the 1.1(i) above, loans granted for purchase of dwelling units from builders (under construction + completed)",R1272,C201,Gross carrying amount (Note-2),Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate sum(HL_Bifur_sanction_amt) where,
Transaction_structure = ('Builder Purchase', 'General APF')","SELECT SUM(HL_bifur_of_Sanction_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Transaction_structure IN ('BUILDER_PURCHASE', 'GENERAL_APF')
AND Report_Date IN ({{report_dates}})",monthly
30,Schedule V,Loan Sanctions,"(b) Out of the 1.1(i) above, loans granted for Plot + Construction",R1273,C201,Gross carrying amount (Note-2),Mart,part-1,Part-1A,Sanction_period_mart_V1,"populate sum(HL_Bifur_of_Sanction_amt) where,
1- Customer_type = 'INDIVIDUAL'
2- system_product = 'Purchase and Construction'","SELECT SUM(HL_bifur_of_Sanction_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.SANCTION_PERIOD_MART_V1
WHERE Customer_type = 'INDIVIDUAL'
AND PRODUCT_NHB IN ('Purchase', 'Construction')
AND Report_Date IN ({{report_dates}})",monthly
